Timestamp,hear_ccm_website,hear_social_media,hear_community_event,hear_family_friend,hear_ccm_student,hear_ccm_alumni,hear_hs_teacher,hear_hs_counselor,hear_inapp_ad,hear_employer,hear_billboard,hear_tv,hear_radio,hear_other,impact_affordable_cost,impact_location,impact_program_choice,impact_online_offerings,impact_referral,impact_faculty_staff,impact_reputation,impact_financial_aid,impact_scholarships,impact_small_classes,impact_extracurricular,impact_transfer_credits,impact_negative_exp,impact_njstars,impact_transferability,impact_hs_college_credit,"Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Open House]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Instant Decision Day]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [On-Campus Information Session]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Virtual Information Session]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Women Who Dare]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Regional College Fair]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [HS Sharetime Information Session]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Challenger Program]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [CyberSecurity Information Protection Program Participation ]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Information Session at my high school]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Campus Visit with my high school]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Campus Visit (individual)]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Workforce Development class]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Corporate Training]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Teen Arts Festival]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Summer camp at CCM]",exp_hs_class,exp_hs_club,exp_competition,exp_afterschool_program,exp_summer_camp,exp_ap_class,exp_dual_enrollment,exp_family_friend_influence,exp_family_in_field,exp_teacher_counselor,exp_employer_influence,exp_ccm_student,exp_work_experience,exp_other,degree_program,What motivated you to seek a computing degree/certificate at CCM? (check all that apply),source_hs_counselor,source_hs_teacher,source_it_website,source_admissions,source_advisor,source_employer,source_ccm_workforce,source_nj_workforce,source_other,interest_level,Race/ethnicity,Age 
2020/09/23 2:40:12 PM EST,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,Some Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,High Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field,Yes,Yes,No,No,Yes,No,No,No,No,,Black/African American,19-20
2020/09/23 2:40:53 PM EST,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Don't recall,Yes,Don't recall,Don't recall,Don't recall,High Impact,High Impact,High Impact,,High Impact,High Impact,High Impact,High Impact,,High Impact,High Impact,,,,,,Yes,Not Sure,Yes,Not Sure,Not Sure,Yes,Not Sure,Not Sure,Yes,Yes,Yes,Yes,Not Sure,Not Sure,Not Sure,Yes,High Impact,High Impact,,Some Impact,Some Impact,,,No Impact,No Impact,No Impact,,No Impact,No Impact,,"Information Technology, Applied Associate of Science",To get a job in the computing field;Career Advancement;Career Change;Professional Development;To keep current in tech industry;IT Industry Certifications;Financial;Personal Enrichment,Yes,Yes,Yes,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,,White/Caucasian,19-20
2020/09/23 2:41:18 PM EST,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,High Impact,High Impact,Some Impact,Some Impact,,,High Impact,,,Some Impact,No Impact,No Impact,,No Impact,High Impact,No Impact,Yes,Yes,No,No,No,Yes,No,No,No,Not Sure,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Professional Development;To keep current in tech industry;IT Industry Certifications;Financial;Personal Enrichment,Yes,Yes,No,No,Yes,No,No,No,No,,White/Caucasian,19-20
2020/09/23 2:42:50 PM EST,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,High Impact,High Impact,Some Impact,No Impact,No Impact,Some Impact,Some Impact,,No Impact,,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",Career Change,Yes,Yes,Yes,No,No,No,No,No,No,,Asian,19-20
2020/09/23 2:42:53 PM EST,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,High Impact,High Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Career Change;Professional Development;IT Industry Certifications;Financial;Personal Enrichment,No,No,No,No,Yes,No,No,No,No,,Hispanic or Latino,21-24
2020/09/23 2:46:06 PM EST,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,No,No,No,No,Don't recall,Some Impact,High Impact,Some Impact,Some Impact,,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Not Sure,Not Sure,Not Sure,No,No,Not Sure,Yes,No,No,Yes,No,Not Sure,Not Sure,Not Sure,No,Yes,Some Impact,Some Impact,,,Some Impact,No Impact,,High Impact,Some Impact,High Impact,Some Impact,,,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field,Yes,No,No,Don't recall,No,No,No,No,Don't recall,,Hispanic or Latino;Choose not to reply,19-20
2020/09/23 4:10:09 PM EST,Don't recall,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Some Impact,High Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,High Impact,No Impact,Some Impact,No Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,"CIS Game Development Option, Applied Associate of Science",To get a job in the computing field;To keep current in tech industry,Yes,Yes,Yes,No,Don't recall,No,No,No,No,,Hispanic or Latino;White/Caucasian;Multi-Racial,18 and younger
2020/09/23 9:11:48 PM EST,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,High Impact,High Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Career Change;Professional Development;IT Industry Certifications;Financial;Personal Enrichment,No,No,No,No,Yes,No,No,No,No,,Hispanic or Latino,21-24
2020/09/23 9:30:16 PM EST,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,business admin,,,,,,,,,,,2.0,White/Caucasian,21-24
2020/09/23 10:23:41 PM EST,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,Information Security Certificate of Achievement,To get a job in the computing field;IT Industry Certifications,No,No,No,No,No,No,No,No,No,,Hispanic or Latino,21-24
2020/09/23 10:35:25 PM EST,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,High Impact,Some Impact,High Impact,High Impact,,,High Impact,,,No Impact,High Impact,,,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,High Impact,,,,,,High Impact,"Computer Science, Associate of Science",To get a job in the computing field;Career Change;Job Displacement,No,No,Yes,No,No,No,No,No,Don't recall,,Asian,25-34
2020/09/23 11:19:37 PM EST,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,High Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,,,,,No,No,No,Not Sure,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,Information Technology ,,,,,,,,,,,4.0,Asian,19-20
2020/09/24 12:42:08 AM EST,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,Some Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,Business Administration,,,,,,,,,,,5.0,Asian;White/Caucasian,21-24
2020/09/24 11:08:21 AM EST,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Financial,No,No,Yes,Yes,No,No,No,No,No,,Hispanic or Latino,19-20
2020/09/24 11:10:48 AM EST,No,Don't recall,Don't recall,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Digital Media Technology, Applied Associate of Science",Professional Development;Financial;Personal Enrichment,Yes,Yes,No,No,Yes,No,No,No,No,,Black/African American,18 and younger
2020/09/24 11:19:18 AM EST,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,Some Impact,High Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,High Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Professional Development;To keep current in tech industry;IT Industry Certifications;Personal Enrichment,Yes,No,Yes,Yes,Yes,No,No,No,No,,White/Caucasian,18 and younger
2020/09/24 11:22:45 AM EST,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Career Advancement;Career Change,Yes,No,Yes,No,Yes,Yes,No,No,No,,Hispanic or Latino,25-34
2020/09/24 11:23:03 AM EST,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Business Administration,,,,,,,,,,,3.0,White/Caucasian,19-20
2020/09/24 11:50:04 AM EST,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,Some Impact,High Impact,Some Impact,High Impact,High Impact,Some Impact,High Impact,,,,High Impact,,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,High Impact,,,,,,,High Impact,High Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,"CIS Game Development Option, Applied Associate of Science","Transfer to bachelor's level program;Career Advancement;Career Change;Professional Development;To keep current in tech industry;IT Industry Certifications;Personal Enrichment;Transferring to NJIT, Want experience in the field of Computer Science before I transfer.",No,No,Yes,No,No,No,No,No,No,,White/Caucasian,25-34
2020/09/24 12:13:49 PM EST,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,No Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,High Impact,Some Impact,High Impact,Some Impact,Some Impact,Mechanical Engineering,,,,,,,,,,,4.0,Hispanic or Latino;White/Caucasian,21-24
2020/09/24 12:16:06 PM EST,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Some Impact,Some Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,Non Degree seeking,,,,,,,,,,,5.0,Hispanic or Latino,35-64
2020/09/24 12:16:45 PM EST,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Some Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Mechanical Engineering Technology,,,,,,,,,,,3.0,White/Caucasian,25-34
2020/09/24 12:29:58 PM EST,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,,,,,,,No Impact,Some Impact,Some Impact,Some Impact,,"Information Technology, Applied Associate of Science",IT Industry Certifications,Yes,Yes,No,Yes,Yes,No,No,No,Don't recall,,White/Caucasian,19-20
2020/09/24 12:32:56 PM EST,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,,,,,,,,,,,,,,,"Information Technology, Applied Associate of Science",To get a job in the computing field,No,No,No,No,No,No,No,No,No,,White/Caucasian,18 and younger
2020/09/24 12:34:43 PM EST,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;IT Industry Certifications,Yes,Yes,Yes,No,No,No,No,No,No,,White/Caucasian,18 and younger
2020/09/24 12:43:05 PM EST,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;IT Industry Certifications,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,,Asian,21-24
2020/09/24 1:03:07 PM EST,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,High Impact,High Impact,Some Impact,,,Some Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,No Impact,,High Impact,,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Some Impact,Some Impact,Some Impact,,Some Impact,,,Some Impact,,Some Impact,,,,,Undecided,,,,,,,,,,,4.0,White/Caucasian,19-20
2020/09/24 1:03:44 PM EST,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,No Impact,Some Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;To keep current in tech industry;Financial,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,,Asian,19-20
2020/09/24 1:06:24 PM EST,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Don't recall,High Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,,"Information Technology, Applied Associate of Science",To get a job in the computing field,Yes,No,Yes,No,No,No,No,No,No,,White/Caucasian,18 and younger
2020/09/24 1:07:54 PM EST,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Career Change;Professional Development;To keep current in tech industry;IT Industry Certifications;Financial;Personal Enrichment,No,No,Yes,Yes,Yes,No,No,No,No,,White/Caucasian,21-24
2020/09/24 1:13:30 PM EST,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Some Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,,,,Some Impact,Some Impact,No Impact,No Impact,High Impact,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,,,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",Transfer to bachelor's level program;Career Advancement;Professional Development;To keep current in tech industry;Personal Enrichment,No,No,No,Yes,Yes,No,No,No,No,,Black/African American,35-64
2020/09/24 1:15:45 PM EST,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,High Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Some Impact,,Some Impact,,,,,High Impact,High Impact,,,,Some Impact,,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,,Hispanic or Latino,25-34
2020/09/24 1:23:11 PM EST,Don't recall,Don't recall,Yes,Yes,Don't recall,Don't recall,Yes,Yes,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Yes,High Impact,High Impact,High Impact,Some Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,"Information Technology, Applied Associate of Science",Transfer to bachelor's level program;Career Advancement;Professional Development;Personal Enrichment,Don't recall,Don't recall,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,,White/Caucasian,35-64
2020/09/24 1:28:06 PM EST,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Some Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,High Impact,High Impact,,No Impact,,,,,No Impact,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,,,,,,,High Impact,,,High Impact,,"Information Technology, Applied Associate of Science",Career Advancement;Professional Development;To keep current in tech industry;IT Industry Certifications,No,No,Yes,Yes,Yes,No,No,Yes,Don't recall,,White/Caucasian,35-64
2020/09/24 1:28:49 PM EST,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,High Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,,High Impact,,Yes,Yes,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,No,Yes,Yes,Yes,Not Sure,Not Sure,Not Sure,Not Sure,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Professional Development;IT Industry Certifications,Yes,No,Yes,Yes,Yes,No,No,No,Don't recall,,Asian,19-20
2020/09/24 1:30:00 PM EST,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Some Impact,No Impact,No Impact,High Impact,High Impact,High Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Challenger Program,"Transfer to bachelor's level program;Transfer credits back to HS degree (ShareTime, Challenger Program);IT Industry Certifications;Financial",Yes,No,No,No,No,No,No,No,No,,Hispanic or Latino;White/Caucasian,18 and younger
2020/09/24 1:31:23 PM EST,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;To keep current in tech industry;Financial;Personal Enrichment,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,,Hispanic or Latino;White/Caucasian,18 and younger
2020/09/24 1:59:10 PM EST,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,High Impact,High Impact,High Impact,No Impact,High Impact,,High Impact,High Impact,High Impact,High Impact,,,,,,,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,,,,,,,High Impact,High Impact,,,,,,"Information Technology, Applied Associate of Science",To get a job in the computing field;Career Advancement;Career Change;IT Industry Certifications,No,No,Yes,Yes,No,No,No,No,No,,White/Caucasian,19-20
2020/09/24 2:03:06 PM EST,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,High Impact,No Impact,High Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Career Advancement;Career Change,No,No,Yes,No,No,No,No,No,No,,White/Caucasian,35-64
